source	target	Reference	interaction	pos2NaiveScores	neg2NaiveScores	tex2NaiveScores	acute2NaiveScores	tex2AcuteScores	pos2NegScores
CD3G	AKT3	Genot et al, The T-Cell Receptor Regulates Akt (Protein Kinase B) via a Pathway Involving Rac1 and Phosphatidylinositide 3-Kinase	promotes	1	0.077	0	0	0	0.474
CD3G	DNMT3A	Gamper et al, 2009, Identification of DNA Methyltransferase 3a as a T Cell Receptor-Induced Regulator of Th1 and Th2 Differentiation	promotes	0.923	0.385	0.375	0.464	0.357	0.474
CD3G	DNMT3A	Gamper et al, 2009, Identification of DNA Methyltransferase 3a as a T Cell Receptor-Induced Regulator of Th1 and Th2 Differentiation	promotes	0.923	0.385	0.375	0.464	0.357	0.474
CD3G	DNMT3A	Gamper et al, 2009, Identification of DNA Methyltransferase 3a as a T Cell Receptor-Induced Regulator of Th1 and Th2 Differentiation	promotes	0.923	0.385	0.375	0.464	0.357	0.474
CD3G	DNMT3A	Gamper et al, 2009, Identification of DNA Methyltransferase 3a as a T Cell Receptor-Induced Regulator of Th1 and Th2 Differentiation	promotes	0.923	0.385	0.375	0.464	0.357	0.474
CD3G	DNMT3A	Gamper et al, 2009, Identification of DNA Methyltransferase 3a as a T Cell Receptor-Induced Regulator of Th1 and Th2 Differentiation	promotes	0.923	0.385	0.375	0.464	0.357	0.474
CD3G	DNMT3A	Gamper et al, 2009, Identification of DNA Methyltransferase 3a as a T Cell Receptor-Induced Regulator of Th1 and Th2 Differentiation	promotes	0.923	0.385	0.375	0.464	0.357	0.474
CD3G	DNMT3A	Gamper et al, 2009, Identification of DNA Methyltransferase 3a as a T Cell Receptor-Induced Regulator of Th1 and Th2 Differentiation	promotes	0.923	0.385	0.375	0.464	0.357	0.474
CD3G	DNMT3A	Gamper et al, 2009, Identification of DNA Methyltransferase 3a as a T Cell Receptor-Induced Regulator of Th1 and Th2 Differentiation	promotes	0.923	0.385	0.375	0.464	0.357	0.474
CD3G	DNMT3A	Gamper et al, 2009, Identification of DNA Methyltransferase 3a as a T Cell Receptor-Induced Regulator of Th1 and Th2 Differentiation	promotes	0.923	0.385	0.375	0.464	0.357	0.474
CD3G	DNMT3A	Gamper et al, 2009, Identification of DNA Methyltransferase 3a as a T Cell Receptor-Induced Regulator of Th1 and Th2 Differentiation	promotes	0.923	0.385	0.375	0.464	0.357	0.474
CD3G	DNMT3A	Gamper et al, 2009, Identification of DNA Methyltransferase 3a as a T Cell Receptor-Induced Regulator of Th1 and Th2 Differentiation	promotes	0.923	0.385	0.375	0.464	0.357	0.474
CD3G	DNMT3A	Gamper et al, 2009, Identification of DNA Methyltransferase 3a as a T Cell Receptor-Induced Regulator of Th1 and Th2 Differentiation	promotes	0.923	0.385	0.375	0.464	0.357	0.474
CD3G	DNMT3A	Gamper et al, 2009, Identification of DNA Methyltransferase 3a as a T Cell Receptor-Induced Regulator of Th1 and Th2 Differentiation	promotes	0.923	0.385	0.375	0.464	0.357	0.474
CD3G	DNMT3A	Gamper et al, 2009, Identification of DNA Methyltransferase 3a as a T Cell Receptor-Induced Regulator of Th1 and Th2 Differentiation	promotes	0.923	0.385	0.375	0.464	0.357	0.474
CD3G	DNMT3A	Gamper et al, 2009, Identification of DNA Methyltransferase 3a as a T Cell Receptor-Induced Regulator of Th1 and Th2 Differentiation	promotes	0.923	0.385	0.375	0.464	0.357	0.474
CD3G	FOS	Ricon & Flavell, AP-1 transcriptional activity requires both T-cell receptor-mediated and co-stimulatory signals in primary T lymphocytes	promotes	0.308	0.385	0	0	0	0.263
CD3G	JUN	Ricon & Flavell, AP-1 transcriptional activity requires both T-cell receptor-mediated and co-stimulatory signals in primary T lymphocytes	promotes	0.923	0.154	0.125	0.286	0.321	0.105
CD3G	JUNB	Ricon & Flavell, AP-1 transcriptional activity requires both T-cell receptor-mediated and co-stimulatory signals in primary T lymphocytes	promotes	0.462	0.692	0.438	0.107	0.429	0.053
CD3G	JUND	Ricon & Flavell, AP-1 transcriptional activity requires both T-cell receptor-mediated and co-stimulatory signals in primary T lymphocytes	promotes	0.923	0.385	0.562	0.321	0.429	0.737
CD3G	NFATC1	Macian, 2006, NFAT PROTEINS: KEY REGULATORS OF T?CELL DEVELOPMENT AND FUNCTION	promotes	0.308	0.923	0.562	0.679	0.679	0.789
CD3G	NFATC2	Macian, 2006, NFAT PROTEINS: KEY REGULATORS OF T?CELL DEVELOPMENT AND FUNCTION	promotes	0.923	0.615	0.188	0.286	0.286	0.316
CD3G	NFKB1	Thaker et al, TCR and CD28 activate the transcription factor NF-?B in T-cells via distinct adaptor signaling complexes	promotes	1	0.077	0.625	0.893	0.643	0.211
CD3G	NFKB2	Thaker et al, TCR and CD28 activate the transcription factor NF-?B in T-cells via distinct adaptor signaling complexes	promotes	0.154	0.538	0.312	0.107	0.429	0
CD3G	REL	Thaker et al, TCR and CD28 activate the transcription factor NF-?B in T-cells via distinct adaptor signaling complexes	promotes	0.385	0.615	0.312	0.5	0.321	0.053
CD3G	RELA	Thaker et al, TCR and CD28 activate the transcription factor NF-?B in T-cells via distinct adaptor signaling complexes	promotes	1	0.692	0.5	0.464	0.464	0.368
CD3G	RELB	Thaker et al, TCR and CD28 activate the transcription factor NF-?B in T-cells via distinct adaptor signaling complexes	promotes	0.846	0.538	0.312	0.179	0.286	0.053
CD3G	ZAP70	Muller and Rao, 2008, NFAT, immunity and cancer: a transcription factor comes of age	promotes	0	0	0.812	0.607	0.893	0
CD8A	CD247	Wang et al, 2009, A Conserved CXXC Motif in CD3e Is Critical for T Cell Development and TCR Signaling	promotes	0	0	0.938	0.607	0.821	0
CD8A	CD3D	Wang et al, 2009, A Conserved CXXC Motif in CD3e Is Critical for T Cell Development and TCR Signaling	promotes	0	0	0.75	0.25	0.714	0
CD8A	CD3E	Wang et al, 2009, A Conserved CXXC Motif in CD3e Is Critical for T Cell Development and TCR Signaling	promotes	0	0	0.25	0.179	0.464	0
CD8A	CD3G	Wang et al, 2009, A Conserved CXXC Motif in CD3e Is Critical for T Cell Development and TCR Signaling	promotes	0	0	0.438	0.75	0.571	0
CD8A	DNMT3A	Gamper et al, 2009, Identification of DNA Methyltransferase 3a as a T Cell Receptor-Induced Regulator of Th1 and Th2 Differentiation	promotes	0	0	0.312	0.5	0.286	0
CD8A	LCK	Pollizzi and Powell, 2014, Integrating canonical and metabolic  signalling programmes in the regulation of T cell responses	promotes	0	0	0.938	0.5	0.857	0
CTLA4	AKT1	Chen & Flies, 2013, Molecular mechanisms of T cell co-stimulation and co-inhibition	inhibits	0	0	0.812	0.429	0.714	0.421
CTLA4	AKT2	Chen & Flies, 2013, Molecular mechanisms of T cell co-stimulation and co-inhibition	inhibits	0.462	0.462	0	0	0	0.526
CTLA4	AKT3	Chen & Flies, 2013, Molecular mechanisms of T cell co-stimulation and co-inhibition	inhibits	1	1	0	0	0	0.579
CTLA4	NFKB1	Chen & Flies, 2013, Molecular mechanisms of T cell co-stimulation and co-inhibition	inhibits	1	1	0.812	0.786	0.714	0.421
CTLA4	NFKB2	Chen & Flies, 2013, Molecular mechanisms of T cell co-stimulation and co-inhibition	inhibits	0.154	0.538	0.375	0.429	0.357	0.632
CTLA4	REL	Chen & Flies, 2013, Molecular mechanisms of T cell co-stimulation and co-inhibition	inhibits	0.385	0.462	0.375	0.464	0.464	0.579
CTLA4	RELA	Chen & Flies, 2013, Molecular mechanisms of T cell co-stimulation and co-inhibition	inhibits	1	0.385	0.938	0.5	0.893	0.474
CTLA4	RELB	Chen & Flies, 2013, Molecular mechanisms of T cell co-stimulation and co-inhibition	inhibits	0.846	0.538	0.375	0.5	0.357	0.579
DNMT3A	DNMT3A	Youngblood et al, 2011, Chronic Virus Infection Enforces Demethylation of the Locus that Encodes PD-1 in Antigen-Specific CD8+ T Cells	inhibits	0	0	0	0	0	0
DNMT3A	TCF7	Ladle et al, 2016, De novo DNA methylation by DNA methyltransferase 3a controls early effector CD8+ T-cell fate decisions following activation. Scharer et al , 2013, Global DNA methylation remodeling accompanies CD8 T cell effector function	inhibits	0.077	0.308	0.688	0.643	0.857	0.474
DNMT3B	DNMT3A	Youngblood et al, 2011, Chronic Virus Infection Enforces Demethylation of the Locus that Encodes PD-1 in Antigen-Specific CD8+ T Cells	inhibits	0.769	0.615	0	0	0	0.316
DNMT3L	DNMT3A	Youngblood et al, 2011, Chronic Virus Infection Enforces Demethylation of the Locus that Encodes PD-1 in Antigen-Specific CD8+ T Cells	inhibits	0.308	0.385	0	0	0	0.263
EGR1	ID3	Bain et al, 2001, Regulation of the helixloophelix proteins, TCF3 and Id3, by the RasERK MAPK cascade	promotes	0.385	0.538	0.125	0.714	0.786	0.526
EGR1	IL2	Skerka et al, 1995, A Regulatory Element in the Human Interleukin 2 Gene PromoterIs a Binding Site for the Zinc Finger Proteins Sp1 and EGR1	promotes	0.308	0.462	0.5	0.357	0.393	0.526
EGR1	IL2RB	Lin et al, 1996, The ImmediateEarly Gene Product Egr1 Regulates the Human Interleukin2 Receptor bChain Promoter through Noncanonical Egr and Sp1 Binding Sites	promotes	0.308	0.462	0.625	0.464	0.5	0.526
EGR2	GZMB	Miao et al, 2017, Egr2 and 3 control adaptive immune responses by temporally uncoupling expansion from T cell differentiation	inhibits	0.077	0.385	0.062	1	0.393	1
EGR2	ID3	Miao et al, 2017, Egr2 and 3 control adaptive immune responses by temporally uncoupling expansion from T cell differentiation	promotes	1	0.385	0.25	1	0.786	1
EGR2	IFNG	Miao et al, 2017, Egr2 and 3 control adaptive immune responses by temporally uncoupling expansion from T cell differentiation	inhibits	0.077	0.385	0.062	1	0.679	1
EGR2	LAG3	Martinez et al, 2015, The Transcription Factor NFAT Promotes Exhaustion of Activated CD8+ T Cells 	promotes	0.923	0.615	0.938	0.357	0.929	0.263
EGR2	MYC	Miao et al, 2017, Egr2 and 3 control adaptive immune responses by temporally uncoupling expansion from T cell differentiation	promotes	0.231	0.385	0.125	0.714	0.357	0.737
EGR2	PRDM1	Miao et al, 2017, Egr2 and 3 control adaptive immune responses by temporally uncoupling expansion from T cell differentiation	inhibits	0.077	0.385	0.062	0.929	0.143	1
EGR2	TBX21	Miao et al, 2017, Egr2 and 3 control adaptive immune responses by temporally uncoupling expansion from T cell differentiation	inhibits	0	0	0	0	0	0
EGR2	TCF7	Miao et al, 2017, Egr2 and 3 control adaptive immune responses by temporally uncoupling expansion from T cell differentiation	promotes	0.077	0.385	0.062	0.786	0.286	1
EGR2	ZEB2	Miao et al, 2017, Egr2 and 3 control adaptive immune responses by temporally uncoupling expansion from T cell differentiation	promotes	0.923	0.615	0	0	0	0.526
EGR3	GZMB	Miao et al, 2017, Egr2 and 3 control adaptive immune responses by temporally uncoupling expansion from T cell differentiation	inhibits	0.538	1	0	0	0	1
EGR3	ID3	Miao et al, 2017, Egr2 and 3 control adaptive immune responses by temporally uncoupling expansion from T cell differentiation	promotes	0.538	1	0	0	0	1
EGR3	IFNG	Miao et al, 2017, Egr2 and 3 control adaptive immune responses by temporally uncoupling expansion from T cell differentiation	inhibits	0.538	1	0	0	0	1
EGR3	MYC	Miao et al, 2017, Egr2 and 3 control adaptive immune responses by temporally uncoupling expansion from T cell differentiation	promotes	0.692	1	0	0	0	0.737
EGR3	PRDM1	Miao et al, 2017, Egr2 and 3 control adaptive immune responses by temporally uncoupling expansion from T cell differentiation	inhibits	0.538	1	0	0	0	1
EGR3	TBX21	Miao et al, 2017, Egr2 and 3 control adaptive immune responses by temporally uncoupling expansion from T cell differentiation	inhibits	0	0	0	0	0	0
EGR3	TCF7	Miao et al, 2017, Egr2 and 3 control adaptive immune responses by temporally uncoupling expansion from T cell differentiation	promotes	0.538	1	0	0	0	1
EGR3	ZEB2	Miao et al, 2017, Egr2 and 3 control adaptive immune responses by temporally uncoupling expansion from T cell differentiation	promotes	0.462	0	0	0	0	0.526
Exhaustion	ZN	Singer et al, 2016, A Distinct Gene Module for Dysfunction Uncoupled from Activation in TumorInfiltrating T Cells	promotes	0	0	0	0	0	0
EZH2	DNMT3A	Vire et al, 2006, The Polycomb group protein EZH2 directly controls DNA methylation	promotes	0.077	0.308	0.438	0.571	0.571	0.316
EZH2	DNMT3B	Vire et al, 2006, The Polycomb group protein EZH2 directly controls DNA methylation	promotes	0.846	0.923	0	0	0	0.421
EZH2	DNMT3L	Vire et al, 2006, The Polycomb group protein EZH2 directly controls DNA methylation	promotes	0.385	0.231	0	0	0	0.211
FOS	IFNG	Lee et al, A Distal Enhancer in the Interferon-  (IFN- ) Locus Revealed by Genome Sequence Comparison	promotes	0.692	0.308	0	0	0	0.263
FOS	IL2	Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0.692	0.462	0	0	0	0.737
FOS	IL2RB	Liao et al, 2013, Interleukin2 at the Crossroads of Effector Responses, Tolerance, and Immunotherapy	promotes	0.692	0.308	0	0	0	0.211
FOS	PDCD1	Bally et al, 2016, Genetic and Epigenetic Regulation of PDCD1 Expression 	promotes	0.692	0.308	0	0	0	0.158
FOS	PRDM1	Vasanwala et al,  Repression of AP-1 function: a mechanism for the regulation of Blimp-1 expression and B lymphocyte differentiation by the B cell lymphoma-6 protooncogene; Martins and Calame, 2008, Regulation and Functions of PRDM1 in T and B Lymphocytes	promotes	0.692	0.308	0	0	0	0.263
FOXO1	BCL6	Oestreich et al, 2012, Molecular mechanisms that control the expression and activity of Bcl-6 in TH1 cells to regulate flexibility with a TFH-like gene profile	promotes	0.385	1	0	0	0	0.842
FOXO1	EZH2	Gray et al, 2017, Polycomb Repressive Complex 2-Mediated Chromatin Repression Guides Effector CD8+ T Cell Terminal Differentiation and Loss of Multipotency	inhibits	1	1	0	0	0	0.263
FOXO1	PDCD1	Staron et al, The Transcription Factor FoxO1 Sustains Expression of the Inhibitory Receptor PD-1 and Survival of Antiviral CD8+ T Cells during Chronic Infection. Pauken and Wherry, 2015, Overcoming  T  cell  exhaustion  in infection  and  cancer	promotes	0	0	0	0	0	0.158
GATA3	BATF	Karuchi et al, 2014, The transcription factor BATF operates as an essential differentiation checkpoint in early effector CD8+ T cells	promotes	0	0.615	0.688	0.714	0.214	0.158
GATA3	MYC	Wang et al, 2013, GATA3 controls the maintenance and proliferation of T cells downstream of TCR and cytokine signaling	promotes	0.846	0.385	0.375	0.5	0.929	0.368
HIF1A	BATF	Karuchi et al, 2014, The transcription factor BATF operates as an essential differentiation checkpoint in early effector CD8+ T cells	promotes	1	0.923	0.938	0.393	0.75	0.947
HIF1A	MYC	Hough et al, 2015, Transcriptional regulation of T  cell  metabolism	promotes	0.154	0.077	0.125	0.536	0.321	0.842
HRAS	MAPK1	Chen et al, 2000, The p38 Pathway Provides Negative Feedback for Ras Proliferative Signalings	promotes	0.692	0.462	0	0	0	0.421
HRAS	MAPK3	Chen et al, 2000, The p38 Pathway Provides Negative Feedback for Ras Proliferative Signalings	promotes	0.385	0.846	0	0	0	0.895
HRAS	MAPK8	Chen et al, 2000, The p38 Pathway Provides Negative Feedback for Ras Proliferative Signalings	promotes	0	0.154	0	0	0	0.158
ICOS	MAF	Chen & Flies, 2013, Molecular mechanisms of T cell co-stimulation and co-inhibition	promotes	1	1	0.5	0.429	0.357	0.053
ID2	TCF3	Leong et al, 2016, CXCR5+ follicular cytotoxic T cells control viral infection in B cell follicles	inhibits	0.923	0.923	0.5	0.429	0.679	0.579
ID3	TCF3	Leong et al, 2016, CXCR5+ follicular cytotoxic T cells control viral infection in B cell follicles	inhibits	1	0.077	0.312	0.571	0.536	0.421
IFNAR1	BCL6	Nakayamada et al, 2014, Type I IFN induces binding of STAT1 to Bcl6: divergent roles of STAT family transcription factors in the T follicular helper cell genetic program Zhou et al, 2005, Induction of BCL6 gene expression by interferongamma and identification of an IRE in exon	promotes	0.385	1	0.438	0.679	0.393	0.947
IFNAR1	MT1	Friedman et al, Transcriptional and Posttranscriptional Regulation of Interferon-Induced Gene Expression in Human Cells	promotes	0	0	0.125	0.143	0.25	0
IFNAR1	MT2	Friedman et al, Transcriptional and Posttranscriptional Regulation of Interferon-Induced Gene Expression in Human Cells	promotes	0	0	0.062	0.143	0.429	0
IFNAR1	PDCD1	Bally et al, Genetic and Epigenetic Regulation of PD-1 Expression	promotes	0	0	0.062	0.25	0.143	0.053
IFNAR1	PIK3CA	Platanias, MECHANISMS OF TYPE-1 AND TYPE-2 INTERFERON-MEDIATED SIGNALLING	promotes	1	0.538	0.875	0.75	0.964	0.579
IFNAR1	PIK3CB	Platanias, MECHANISMS OF TYPE-1 AND TYPE-2 INTERFERON-MEDIATED SIGNALLING	promotes	1	1	0	0	0	0.474
IFNAR1	PIK3CG	Platanias, MECHANISMS OF TYPE-1 AND TYPE-2 INTERFERON-MEDIATED SIGNALLING	promotes	0.615	0.077	0	0	0	0.053
IFNAR1	PRKCQ	Platanias, MECHANISMS OF TYPE-1 AND TYPE-2 INTERFERON-MEDIATED SIGNALLING	promotes	1	0.923	0.812	0.607	0.821	0.737
IFNAR1	STAT1	Au-Yeung et al, Transcriptional regulation by STAT1 and STAT2 in the interferon JAK-STAT pathway	promotes	0.154	0.846	0.688	0.607	0.607	0.895
IFNAR1	STAT4	Ramos et al, IFN-a  Is Not Sufficient to Drive Th1 Development Due to Lack of Stable T-bet Expression	promotes	0.385	0.308	0.625	0.357	0.893	0.947
IFNAR2	BCL6	Nakayamada et al, 2014, Type I IFN induces binding of STAT1 to Bcl6: divergent roles of STAT family transcription factors in the T follicular helper cell genetic program Zhou et al, 2005, Induction of BCL6 gene expression by interferongamma and identification of an IRE in exon	promotes	0.692	1	0.562	0.536	0.5	0.947
IFNAR2	MT1	Friedman et al, Transcriptional and Posttranscriptional Regulation of Interferon-Induced Gene Expression in Human Cells	promotes	0.308	0	0.25	0.429	0.357	0
IFNAR2	MT2	Friedman et al, Transcriptional and Posttranscriptional Regulation of Interferon-Induced Gene Expression in Human Cells	promotes	0.308	0	0.188	0.286	0.321	0
IFNAR2	PDCD1	Bally et al, Genetic and Epigenetic Regulation of PD-1 Expression	promotes	0.308	0	0.188	0.25	0.25	0.053
IFNAR2	PIK3CA	Platanias, MECHANISMS OF TYPE-1 AND TYPE-2 INTERFERON-MEDIATED SIGNALLING	promotes	0.692	0.538	0.75	0.393	0.714	0.579
IFNAR2	PIK3CB	Platanias, MECHANISMS OF TYPE-1 AND TYPE-2 INTERFERON-MEDIATED SIGNALLING	promotes	0.692	1	0	0	0	0.474
IFNAR2	PIK3CG	Platanias, MECHANISMS OF TYPE-1 AND TYPE-2 INTERFERON-MEDIATED SIGNALLING	promotes	0.615	0.077	0	0	0	0.053
IFNAR2	PRKCQ	Platanias, MECHANISMS OF TYPE-1 AND TYPE-2 INTERFERON-MEDIATED SIGNALLING	promotes	0.692	0.923	0.812	0.464	0.643	0.737
IFNAR2	STAT1	Au-Yeung et al, Transcriptional regulation by STAT1 and STAT2 in the interferon JAK-STAT pathway	promotes	0.462	0.846	0.688	0.607	0.571	0.895
IFNAR2	STAT4	Ramos et al, IFN-a  Is Not Sufficient to Drive Th1 Development Due to Lack of Stable T-bet Expression	promotes	0.692	0.308	0.625	0.357	0.714	0.947
IFNG	EGR2	Miao et al, 2017, Egr2 and 3 control adaptive immune responses by temporally uncoupling expansion from T cell differentiation	inhibits	0.077	0.385	0.062	1	0.679	1
IFNG	EGR3	Miao et al, 2017, Egr2 and 3 control adaptive immune responses by temporally uncoupling expansion from T cell differentiation	inhibits	0.538	1	0	0	0	1
IFNG	MT1	Friedman et al, Transcriptional and Posttranscriptional Regulation of Interferon-Induced Gene Expression in Human Cells	promotes	1	1	0.812	0.714	0.357	0.947
IFNG	MT2	Friedman et al, Transcriptional and Posttranscriptional Regulation of Interferon-Induced Gene Expression in Human Cells	promotes	1	1	0.875	0.786	0.321	0.947
IFNG	PIK3CA	Platanias, MECHANISMS OF TYPE-1 AND TYPE-2 INTERFERON-MEDIATED SIGNALLING	promotes	0	0.462	0.188	0.321	0.643	0.474
IFNG	PIK3CB	Platanias, MECHANISMS OF TYPE-1 AND TYPE-2 INTERFERON-MEDIATED SIGNALLING	promotes	0	0	0	0	0	0.474
IFNG	PIK3CG	Platanias, MECHANISMS OF TYPE-1 AND TYPE-2 INTERFERON-MEDIATED SIGNALLING	promotes	0.385	0.923	0	0	0	0.895
IFNG	PRKCQ	Platanias, MECHANISMS OF TYPE-1 AND TYPE-2 INTERFERON-MEDIATED SIGNALLING	promotes	0	0.077	0.125	0.536	0.571	0.316
IFNG	SLC2A1	Schurich et al, 2016, Distinct Metabolic Requirements of Exhausted and Functional Virus-Specific CD8 T Cells in the Same Host	inhibits	0.615	0.231	0.625	0.071	0.393	0.474
IFNG	SLC2A2	Schurich et al, 2016, Distinct Metabolic Requirements of Exhausted and Functional Virus-Specific CD8 T Cells in the Same Host	inhibits	0	0	0.25	0.429	0.464	0
IFNG	SLC2A3	Schurich et al, 2016, Distinct Metabolic Requirements of Exhausted and Functional Virus-Specific CD8 T Cells in the Same Host	inhibits	0.923	0.077	0.5	0.071	0.464	0.053
IFNG	SLC2A4	Schurich et al, 2016, Distinct Metabolic Requirements of Exhausted and Functional Virus-Specific CD8 T Cells in the Same Host	inhibits	0	0	0.438	0.429	0.5	0
IFNG	SLC2A5	Schurich et al, 2016, Distinct Metabolic Requirements of Exhausted and Functional Virus-Specific CD8 T Cells in the Same Host	inhibits	0	0	0	0	0	0
IFNG	STAT1	Radaeva et al, Interferon-? inhibits interferon-a signalling in hepatic cells: evidence for the involvement of STAT1 induction and hyperexpression of STAT1 in chronic hepatitis C	inhibits	0.154	0.846	0.625	0.893	0.571	0.947
IFNG	STAT2	Radaeva et al, Interferon-? inhibits interferon-a signalling in hepatic cells: evidence for the involvement of STAT1 induction and hyperexpression of STAT1 in chronic hepatitis C	inhibits	0.923	0.769	0	0	0	0.789
IFNGR1	EGR2	Miao et al, 2017, Egr2 and 3 control adaptive immune responses by temporally uncoupling expansion from T cell differentiation	inhibits	1	0.846	0.75	0.821	0.929	1
IFNGR1	EGR3	Miao et al, 2017, Egr2 and 3 control adaptive immune responses by temporally uncoupling expansion from T cell differentiation	inhibits	0.538	0.385	0	0	0	1
IFNGR1	MT2	Friedman et al, Transcriptional and Posttranscriptional Regulation of Interferon-Induced Gene Expression in Human Cells	promotes	0.077	0.385	0.188	0.607	0.5	0.947
IFNGR1	PIK3CA	Platanias, MECHANISMS OF TYPE-1 AND TYPE-2 INTERFERON-MEDIATED SIGNALLING	promotes	0.923	0.154	1	0.5	0.893	0.474
IFNGR1	PIK3CB	Platanias, MECHANISMS OF TYPE-1 AND TYPE-2 INTERFERON-MEDIATED SIGNALLING	promotes	0.923	0.615	0	0	0	0.474
IFNGR1	PIK3CG	Platanias, MECHANISMS OF TYPE-1 AND TYPE-2 INTERFERON-MEDIATED SIGNALLING	promotes	0.692	0.308	0	0	0	0.895
IFNGR1	PRKCQ	Platanias, MECHANISMS OF TYPE-1 AND TYPE-2 INTERFERON-MEDIATED SIGNALLING	promotes	0.923	0.692	0.688	0.714	0.893	0.316
IFNGR2	EGR2	Miao et al, 2017, Egr2 and 3 control adaptive immune responses by temporally uncoupling expansion from T cell differentiation	inhibits	0.923	0.615	0	0	0	0.263
IFNGR2	EGR3	Miao et al, 2017, Egr2 and 3 control adaptive immune responses by temporally uncoupling expansion from T cell differentiation	inhibits	0.462	0	0	0	0	0.263
IFNGR2	MT2	Friedman et al, Transcriptional and Posttranscriptional Regulation of Interferon-Induced Gene Expression in Human Cells	promotes	0	0	0	0	0	0.316
IFNGR2	PIK3CA	Platanias, MECHANISMS OF TYPE-1 AND TYPE-2 INTERFERON-MEDIATED SIGNALLING	promotes	1	0.538	0	0	0	0.579
IFNGR2	PIK3CB	Platanias, MECHANISMS OF TYPE-1 AND TYPE-2 INTERFERON-MEDIATED SIGNALLING	promotes	1	1	0	0	0	0.368
IFNGR2	PIK3CG	Platanias, MECHANISMS OF TYPE-1 AND TYPE-2 INTERFERON-MEDIATED SIGNALLING	promotes	0.615	0.077	0	0	0	0.368
IFNGR2	PRKCQ	Platanias, MECHANISMS OF TYPE-1 AND TYPE-2 INTERFERON-MEDIATED SIGNALLING	promotes	1	0.923	0	0	0	0.421
IL12RB1	BATF	Kuroda et al, 2011, Basic leucine zipper transcription factor, ATF-like (BATF) regulates epigenetically and energetically effector CD8 T-cell differentiation via Sirt1 expression	promotes	1	1	1	0.929	0.821	0
IL12RB1	ID2	Xin et al, 2016, A molecular threshold for effector CD8+ T cell differentiation controlled by transcription factors Blimp-1 and T-bet	promotes	1	1	1	0.929	0.25	0.947
IL12RB1	PRDM1	Xin et al, 2016, A molecular threshold for effector CD8+ T cell differentiation controlled by transcription factors Blimp-1 and T-bet	promotes	1	1	1	0.857	0.75	0.947
IL12RB1	STAT4	Bacon et al, 1995, Interleukin 12 induces tyrosine phosphorylation and activation of STAT4 in human lymphocytes. Stark et al, 2013, IL-12-mediated STAT4 signaling and TCR signal strength cooperate in the induction of CD40L in human and mouse CD8+ T cells	promotes	0.615	0.692	0.438	0.857	0.143	0.053
IL12RB1	TBX21	Joshi et a;, 2007, Inflammation Directs Memory Precursor and Short-Lived Effector CD8+ T Cell Fates via the Graded Expression of T-bet Transcription Factor	promotes	0	0	0	0	0	0
IL12RB2	BATF	Kuroda et al, 2011, Basic leucine zipper transcription factor, ATF-like (BATF) regulates epigenetically and energetically effector CD8 T-cell differentiation via Sirt1 expression	promotes	0	0	0.5	0.786	0.429	0
IL12RB2	ID2	Xin et al, 2016, A molecular threshold for effector CD8+ T cell differentiation controlled by transcription factors Blimp-1 and T-bet	promotes	0	0	0.5	0.714	0.571	0
IL12RB2	PRDM1	Xin et al, 2016, A molecular threshold for effector CD8+ T cell differentiation controlled by transcription factors Blimp-1 and T-bet	promotes	0	0	0.5	0.643	0.357	0
IL12RB2	STAT4	Bacon et al, 1995, Interleukin 12 induces tyrosine phosphorylation and activation of STAT4 in human lymphocytes. Stark et al, 2013, IL-12-mediated STAT4 signaling and TCR signal strength cooperate in the induction of CD40L in human and mouse CD8+ T cells	promotes	0	0	0.438	0.643	0.607	0
IL12RB2	TBX21	Joshi et a;, 2007, Inflammation Directs Memory Precursor and Short-Lived Effector CD8+ T Cell Fates via the Graded Expression of T-bet Transcription Factor	promotes	0	0	0	0	0	0
IL2	BCL6	Liao et al, 2013, Interleukin2 at the Crossroads of Effector Responses, Tolerance, and Immunotherapy	inhibits	0.385	0.846	0.438	0.536	0.429	0
IL2	BCL6	Liao et al, 2014, Opposing actions of IL-2 and IL-21 on Th9 differentiation correlate with their differential regulation of BCL6 expression	inhibits	0.385	0.846	0.438	0.536	0.429	0
IL2	IL2RB	Liao et al, 2013, Interleukin2 at the Crossroads of Effector Responses, Tolerance, and Immunotherapy	promotes	1	0.846	0.5	0.75	0.536	0.053
IL21R	BATF	Xin et al, A Critical Role of IL-21-Induced BATF in Sustaining CD8-T-Cell-Mediated Chronic Viral Contro	promotes	0	0.385	0	0	0	0.263
IL21R	STAT3	Wan et al, Opposing roles of STAT1 and STAT3 in IL-21 function in CD4+ T cells (see also Rao et al, Transcription Factor Foxo1 Represses T-bet-Mediated Effector Functions and Promotes Memory CD8+ T Cell Differentiation)	promotes	0.923	0.692	0	0	0	0.842
IL2RA	BCL6	Oestreich et al, 2014, Bcl6 directly represses the gene program of the glycolysis pathway, Oestreich et al, 2012, Molecular mechanisms that control the expression and activity of Bcl-6 in TH1 cells to regulate flexibility with a TFH-like gene profile	inhibits	0.385	1	0.375	0.821	0.75	0.684
IL2RA	BCL6	Liao et al, 2014, Opposing actions of IL-2 and IL-21 on Th9 differentiation correlate with their differential regulation of BCL6 expression	inhibits	0.385	1	0.375	0.821	0.75	0.684
